영상 파일명,평균 속도(FPS),최저 속도(Seconds),최고 속도(Seconds),평균 사람 형태 차단율(%),최저 사람 형태 차단율(%),최고 사람 형태 차단율(%),평균 BBox 마스킹률(%),최저 BBox 마스킹률(%),최고 BBox 마스킹률(%),평균 신뢰도 점수(Conf)
result_cross_eval_20260608_224109.csv,8.021734532669766,0.0829379558563232,0.1723029613494873,78.6559453035538,0.0,100.0,79.5,0.0,100.0,0.46175544753670694
result_cross_eval_20260608_224204.csv,7.720530766996154,0.0926189422607421,0.1869454383850097,98.3103143861477,91.80597423951768,99.8961713173264,100.0,100.0,100.0,0.8800300842239743
result_cross_eval_20260608_224258.csv,7.903394436981121,0.0938906669616699,0.1741716861724853,97.85404081865082,76.14022386812943,100.0,100.0,100.0,100.0,0.7204992661873499
result_cross_eval_20260608_224410.csv,7.989887913252693,0.0878932476043701,0.1766197681427002,99.28002887860224,97.9498113826472,99.9072626104666,100.0,100.0,100.0,0.7322703592203281
result_cross_eval_20260608_224503.csv,7.603489029774774,0.0899748802185058,0.1997942924499511,98.97091731675988,98.40465667780532,100.0,100.0,100.0,100.0,0.8791737985043299
result_cross_eval_20260608_224559.csv,6.3162677524733,0.124497652053833,0.2041947841644287,97.61697765663007,94.11907360252212,100.0,100.0,100.0,100.0,0.8095127280553182
result_cross_eval_20260608_224644.csv,6.055370487077621,0.1269538402557373,0.2015929222106933,99.58539744712306,97.92866282789508,100.0,100.0,100.0,100.0,0.8462761682271958
result_cross_eval_20260608_224734.csv,6.247090413302806,0.1193580627441406,0.1958868503570556,98.75171524803548,93.40581001603992,100.0,100.0,100.0,100.0,0.841481154759725
result_cross_eval_20260608_224816.csv,6.00759027075052,0.1256983280181884,0.1998367309570312,98.11324042151827,95.16453537936914,100.0,100.0,100.0,100.0,0.7965439093112946
result_cross_eval_20260608_224910.csv,6.281426446393046,0.1236543655395507,0.2007179260253906,96.992534337441,94.16457217790403,99.71194663432385,100.0,100.0,100.0,0.8107085303465525
result_cross_eval_20260608_225015.csv,6.460775282230749,0.1231930255889892,0.2109501361846923,98.36875323861653,95.75254847091745,100.0,100.0,100.0,100.0,0.7912825242678324
result_cross_eval_20260608_225112.csv,6.405310783495278,0.1217889785766601,0.1994919776916504,99.49297906452897,98.42887982729673,100.0,100.0,100.0,100.0,0.854570076862971
result_cross_eval_20260608_225217.csv,5.923294517743812,0.1338229179382324,0.2128539085388183,98.50049132420334,89.76991981008378,100.0,100.0,100.0,100.0,0.8270149290561676
result_cross_eval_20260608_225300.csv,5.294945196113383,0.1429896354675293,0.2291953563690185,99.3494184950376,98.74000654542054,99.93894993894995,100.0,100.0,100.0,0.9109994467099508
result_cross_eval_20260608_225346.csv,5.22406548462325,0.141862154006958,0.2342922687530517,79.90594430979876,33.08582486092793,99.64402092061665,100.0,100.0,100.0,0.8723783997694651
result_cross_eval_20260608_225526.csv,6.226184664733125,0.1230337619781494,0.2117147445678711,99.02474817820058,95.03439380911436,100.0,100.0,100.0,100.0,0.8764287587006887
result_cross_eval_20260608_225708.csv,5.805966375140179,0.1279010772705078,0.2200381755828857,99.26472800847776,93.57801784134392,100.0,100.0,100.0,100.0,0.8990082808335622
result_cross_eval_20260608_225759.csv,5.588772581477396,0.1292693614959716,0.2281572818756103,98.65111943343872,97.1979865771812,100.0,100.0,100.0,100.0,0.8882372192541759
result_cross_eval_20260608_225857.csv,5.672907982092981,0.1267981529235839,0.2144207954406738,99.07763590157667,96.31784522743916,99.92591064977124,100.0,100.0,100.0,0.8783341681957245
result_cross_eval_20260608_225957.csv,4.2579376288684,0.1415693759918213,0.3066732883453369,90.11772500280527,50.43527157614128,100.0,100.0,100.0,100.0,0.8677032681306204
result_cross_eval_20260608_230142.csv,6.146509324436602,0.1312620639801025,0.2135965824127197,98.79374565505728,92.87158746208291,99.88097009373604,100.0,100.0,100.0,0.9021889873345693
result_cross_eval_20260608_230224.csv,6.003167564916915,0.1159520149230957,0.2071783542633056,98.5090293899859,96.2456790971316,99.75458537845519,100.0,100.0,100.0,0.8308698431650797
result_cross_eval_20260608_230311.csv,6.302603535745522,0.1240997314453125,0.2049388885498047,86.05631876545121,0.0,100.0,87.67123287671232,0.0,100.0,0.6242123589123765
result_cross_eval_20260608_230353.csv,5.8872409036205555,0.1247143745422363,0.2018115520477295,98.82797805481218,43.50274746183235,99.91453404931224,100.0,100.0,100.0,0.9104319537008131
,,,,,,,,,,
영상 파일명,평균 속도(FPS),최저 속도(Seconds),최고 속도(Seconds),평균 사람 형태 차단율(%),최저 사람 형태 차단율(%),최고 사람 형태 차단율(%),평균 BBox 마스킹률(%),최저 BBox 마스킹률(%),최고 BBox 마스킹률(%),평균 신뢰도 점수(Conf)
[전체 종합 평균값] Total_Batch_Average,5.72,0.1295,0.2774,97.29%,73.01%,99.98%,99.65%,89.00%,100.00%,0.8630
[최저 평균 레코드] 각 지표별 가장 낮은 평균 수치를 기록한 영상 추적,3.82 (from: result_cross_eval_20260607_131102.csv),0.0829 (from: result_cross_eval_20260608_224109.csv),0.1676 (from: result_cross_eval_20260608_223548.csv),73.96% (from: result_cross_eval_20260608_223411.csv),0.00% (from: result_cross_eval_20260604_155232.csv),99.31% (from: result_cross_eval_20260607_125529.csv),79.50% (from: result_cross_eval_20260608_224109.csv),0.00% (from: result_cross_eval_20260604_155232.csv),100.00% (from: result_cross_eval_20260604_155232.csv),0.4618 (from: result_cross_eval_20260608_224109.csv)
[최고 평균 레코드] 각 지표별 가장 높은 평균 수치를 기록한 영상 추적,8.53 (from: result_cross_eval_20260608_223204.csv),0.1908 (from: result_cross_eval_20260607_230204.csv),0.7082 (from: result_cross_eval_20260608_114033.csv),99.88% (from: result_cross_eval_20260608_223935.csv),99.22% (from: result_cross_eval_20260608_223248.csv),100.00% (from: result_cross_eval_20260604_155232.csv),100.00% (from: result_cross_eval_20260604_160842.csv),100.00% (from: result_cross_eval_20260604_155232.csv),100.00% (from: result_cross_eval_20260604_155232.csv),0.9295 (from: result_cross_eval_20260607_183353.csv)
